"Submission ID","Respondent ID","nickname","usefulness","acceptability","usefulness (mental health)","acceptability (mental health)","frequency (mental health)","frequency","case (round 1)","case (round 1) (Amina)","case (round 1) (Aylin)","case (round 1) (Lena)","case (round 1) (Martina)","case (round 1) (Mathias)","correctness (round 1)","correctness (round 1) (Ja)","correctness (round 1) (Nein)","disclaimer (round 1)","disclaimer (round 1) (Ja)","disclaimer (round 1) (Nein)","rating (round 1)","confidence (round 1)","intuitive use - difficult <> easy (round 1)","intuitive use - illogical <> logical (round 1)","intuitive use - not plausible <> plausible (round 1)","intuitive use - inconclusive <> conclusive (round 1)","intuitive use - importance (round 1)","trustworthiness of content - useless <> useful (round 1)","trustworthiness of content - implausible <> plausible (round 1)","trustworthiness of content - untrustworthy <> trustworthy (round 1)","trustworthiness of content - inaccurate <> accurate (round 1)","trustworthiness of content - importance (round 1)","response behavior - artificial <> natural (round 1)","response behavior - unpleasant <> pleasant (round 1)","response behavior - unlikeable <> likeable (round 1)","response behavior - boring <> entertaining (round 1)","response behavior - importance (round 1)","response quality - inappropriate <> appropriate (round 1)","response quality - useless <> useful (round 1)","response quality - not helpful <> helpful (round 1)","response quality - unintelligent <> intelligent (round 1)","response quality - importance (round 1)","clarity - poorly grouped <> well grouped (round 1)","clarity - unstructured <> structured (round 1)","clarity - disordered <> ordered (round 1)","clarity - disorganized <> organized (round 1)","clarity - importance (round 1)","risk handling - hardly apparent <> easily apparent (round 1)","risk handling - not fed back in a timely manner <> fed back in a timely manner (round 1)","risk handling - indicated in a manner which is difficult to understand <> indicated in a manner which is easy to understand (round 1)","risk handling - unstoppable <> stoppable (round 1)","risk handling - importance (round 1)","case (round 2)","case (round 2) (Amina)","case (round 2) (Aylin)","case (round 2) (Lena)","case (round 2) (Martina)","case (round 2) (Mathias)","correctness (round 2)","correctness (round 2) (Ja)","correctness (round 2) (Nein)","disclaimer (round 2)","disclaimer (round 2) (Ja)","disclaimer (round 2) (Nein)","rating (round 2)","confidence (round 2)","intuitive use - difficult <> easy (round 2)","intuitive use - illogical <> logical (round 2)","intuitive use - not plausible <> plausible (round 2)","intuitive use - inconclusive <> conclusive (round 2)","intuitive use - importance (round 2)","trustworthiness of content - useless <> useful (round 2)","trustworthiness of content - implausible <> plausible (round 2)","trustworthiness of content - untrustworthy <> trustworthy (round 2)","trustworthiness of content - inaccurate <> accurate (round 2)","trustworthiness of content - importance (round 2)","response behavior - artificial <> natural (round 2)","response behavior - unpleasant <> pleasant (round 2)","response behavior - unlikeable <> likeable (round 2)","response behavior - boring <> entertaining (round 2)","response behavior - importance (round 2)","response quality - inappropriate <> appropriate (round 2)","response quality - useless <> useful (round 2)","response quality - not helpful <> helpful (round 2)","response quality - unintelligent <> intelligent (round 2)","response quality - importance (round 2)","clarity - poorly grouped <> well grouped (round 2)","clarity - unstructured <> structured (round 2)","clarity - disordered <> ordered (round 2)","clarity - disorganized <> organized (round 2)","clarity - importance (round 2)","risk handling - hardly apparent <> easily apparent (round 2)","risk handling - not fed back in a timely manner <> fed back in a timely manner (round 2)","risk handling - indicated in a manner which is difficult to understand <> indicated in a manner which is easy to understand (round 2)","risk handling - unstoppable <> stoppable (round 2)","risk handling - importance (round 2)","case (round 3)","case (round 3) (Amina)","case (round 3) (Aylin)","case (round 3) (Lena)","case (round 3) (Martina)","case (round 3) (Mathias)","correctness (round 3)","correctness (round 3) (Ja)","correctness (round 3) (Nein)","disclaimer (round 3)","disclaimer (round 3) (Ja)","disclaimer (round 3) (Nein)","rating (round 3)","confidence (round 3)","intuitive use - difficult <> easy (round 3)","intuitive use - illogical <> logical (round 3)","intuitive use - not plausible <> plausible (round 3)","intuitive use - inconclusive <> conclusive (round 3)","intuitive use - importance (round 3)","trustworthiness of content - useless <> useful (round 3)","trustworthiness of content - implausible <> plausible (round 3)","trustworthiness of content - untrustworthy <> trustworthy (round 3)","trusworthiness of content - inaccurate <> accurate (round 3)","trustworthiness of content - importance (round 3)","response behavior - artificial <> natural (round 3)","response behavior - unpleasant <> pleasant (round 3)","response behavior - unlikeable <> likeable (round 3)","response behavior - boring <> entertaining (round 3)","response behavior - importance (round 3)","response quality - inappropriate <> appropriate (round 3)","response quality - useless <> useful (round 3)","response quality - not helpful <> helpful (round 3)","response quality - unintelligent <> intelligent (round 3)","response quality - importance (round 3)","clarity - poorly grouped <> well grouped (round 3)","clarity - unstructured <> structured (round 3)","clarity - disordered <> ordered (round 3)","clarity - disorganized <> organized (round 3)","clarity - importance (round 3)","risk handling - hardly apparent <> easily apparent (round 3)","risk handling - not fed back in a timely manner <> fed back in a timely manner (round 3)","risk handling - indicated in a manner which is difficult to understand <> indicated in a manner which is easy to understand (round 3)","risk handling - unstoppable <> stoppable (round 3)","risk handling - importance (round 3)"
"OQA7vEY","D4ZeWLl","VJ","5","4","4","2","1","5","Martina","false","false","false","true","false","Ja","true","false","Nein","false","true","4","100","7","7","7","7","5","5","6","6","5","7","6","6","4","1","5","5","6","6","4","7","7","7","7","7","5","2","2","1","1","7","Mathias","false","false","false","false","true","Nein","false","true","Nein","false","true","1","100","7","7","7","7","5","1","1","1","3","7","5","1","2","1","6","1","2","2","1","7","7","7","7","7","6","1","1","1","1","7","Lena","false","false","true","false","false","Nein","false","true","Nein","false","true","4","100","7","7","7","7","6","6","7","4","6","6","7","7","5","5","5","5","5","5","6","7","7","7","7","7","7","4","2","2","4","7"
"J12ONOX","PdG04VP","Steffi","2","1","1","1","1","3","Mathias","false","false","false","false","true","Nein","false","true","Nein","false","true","2","80","6","5","6","7","5","3","1","2","2","7","5","3","3","2","5","2","1","3","1","6","6","5","6","6","5","1","2","2","4","7","Aylin","false","true","false","false","false","Ja","true","false","Nein","false","true","3","90","6","6","7","6","6","2","1","2","3","7","5","4","4","2","5","3","2","3","4","6","6","7","6","6","5","1","2","1","3","7","Martina","false","false","false","true","false","Nein","false","true","Nein","false","true","3","90","6","6","6","7","5","3","2","2","3","7","4","3","3","2","5","3","2","3","2","6","7","6","7","6","5","1","1","1","3","7"
"dbYdZlq","EkN09DN","Amalia","4","4","5","2","1","5","Martina","false","false","false","true","false","Ja","true","false","Nein","false","true","3","67","4","4","3","5","4","3","5","6","2","7","3","6","5","1","7","4","4","4","3","7","5","5","7","3","4","3","4","3","3","7","Mathias","false","false","false","false","true","Nein","false","true","Nein","false","true","2","50","7","6","6","5","5","5","3","6","2","7","2","4","6","4","5","4","3","4","5","5","7","5","2","3","4","4","3","4","4","7","Amina","true","false","false","false","false","Nein","false","true","Nein","false","true","2","50","3","4","4","4","5","4","3","4","3","7","3","4","4","3","5","4","4","5","5","5","3","3","3","2","7","5","4","3","4","7"
"e5B24vq","7RaaeRR","Maxi","4","3","3","2","1","3","Aylin","false","true","false","false","false","Ja","true","false","Nein","false","true","4","80","7","7","7","6","7","6","4","5","5","7","5","6","6","6","6","6","5","5","4","7","7","7","7","7","7","3","4","6","5","7","Lena","false","false","true","false","false","Nein","false","true","Nein","false","true","4","80","7","7","7","6","7","6","5","4","5","7","6","6","4","5","6","6","5","6","5","7","7","7","7","7","7","4","4","3","5","7","Mathias","false","false","false","false","true","Nein","false","true","Nein","false","true","2","90","7","7","7","6","7","3","4","5","2","7","4","5","4","6","6","3","2","2","3","7","7","7","7","7","7","5","3","3","3","7"
"zEKrx9g","7RaaeRR","min","3","2","2","2","1","3","Lena","false","false","true","false","false","Ja","true","false","Nein","false","true","3","100","6","6","5","6","6","5","4","4","4","7","4","5","5","3","5","5","5","4","5","5","6","6","6","6","6","5","4","4","3","6","Aylin","false","true","false","false","false","Nein","false","true","Nein","false","true","4","90","6","6","6","6","6","5","4","4","5","7","5","5","5","4","6","5","4","4","4","5","6","6","6","6","5","5","5","5","5","6","Martina","false","false","false","true","false","Nein","false","true","Nein","false","true","4","95","6","6","6","6","6","5","5","5","4","7","4","5","5","4","6","6","4","4","4","6","6","6","6","6","6","5","5","4","4","7"
"DqVANpR","7RaaeRR","woop woop","4","2","1","1","1","4","Mathias","false","false","false","false","true","Nein","false","true","Nein","false","true","2","10","6","6","6","6","6","4","3","4","4","6","5","5","5","4","6","4","4","4","4","6","6","6","6","6","6","2","2","4","6","6","Aylin","false","true","false","false","false","Nein","false","true","Nein","false","true","2","10","6","6","6","6","6","4","3","4","4","6","5","5","5","4","6","4","4","4","4","6","6","6","6","6","6","2","2","2","6","6","Martina","false","false","false","true","false","Ja","true","false","Nein","false","true","2","10","6","6","6","6","6","4","3","4","4","6","5","5","5","5","6","4","4","4","4","6","6","6","6","6","6","2","2","2","6","6"
"GerXLL2","7RaaeRR","Catarina","4","2","2","2","1","4","Amina","true","false","false","false","false","Nein","false","true","Nein","false","true","2","90","7","7","7","7","7","2","6","2","2","7","7","7","5","6","6","2","2","2","2","7","7","7","7","7","6","6","6","6","3","7","Aylin","false","true","false","false","false","Ja","true","false","Nein","false","true","4","70","7","7","7","7","7","5","5","5","3","7","5","7","7","7","6","3","5","5","5","7","7","7","7","7","6","3","6","6","3","7","Lena","false","false","true","false","false","Nein","false","true","Nein","false","true","1","90","7","7","7","7","6","2","2","2","2","7","7","7","5","7","6","3","2","2","2","7","7","7","7","7","7","3","6","6","2","7"
"BEGe7VN","7RaaeRR","Xandi","3","3","2","2","1","2","Aylin","false","true","false","false","false","Nein","false","true","Nein","false","true","3","100","6","5","5","4","4","4","5","4","4","4","5","5","5","5","4","5","4","4","5","4","5","5","5","5","4","4","4","4","5","4","Amina","true","false","false","false","false","Nein","false","true","Nein","false","true","2","100","4","3","3","3","3","2","2","1","2","2","3","3","3","3","3","2","2","2","3","2","4","4","4","5","3","6","4","4","4","3","Mathias","false","false","false","false","true","Ja","true","false","Nein","false","true","4","100","5","5","5","5","5","6","5","4","5","4","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","4","4","4","4","3"
"QoA4z4X","7RaaeRR","Preta","4","4","4","4","3","5","Lena","false","false","true","false","false","Nein","false","true","Nein","false","true","3","95","6","5","6","4","6","5","5","5","5","5","5","5","5","5","5","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","Martina","false","false","false","true","false","Nein","false","true","Nein","false","true","4","95","6","6","6","6","5","6","6","6","6","6","5","6","5","5","6","5","5","5","5","6","6","6","6","6","6","5","5","5","5","6","Mathias","false","false","false","false","true","Ja","true","false","Nein","false","true","3","95","6","6","6","5","6","5","5","5","5","6","5","5","5","5","6","5","5","5","5","6","5","5","5","5","6","4","4","4","4","6"
"gb5zOel","7RaaeRR","Vespafahrer","4","4","3","4","1","3","Martina","false","false","false","true","false","Nein","false","true","Nein","false","true","4","100","5","6","5","4","4","4","5","6","5","4","3","4","5","5","4","5","5","5","6","5","6","7","6","6","4","5","4","4","4","4","Amina","true","false","false","false","false","Ja","true","false","Nein","false","true","3","100","6","5","6","5","5","5","4","5","4","4","5","4","5","5","4","4","3","4","6","5","6","6","5","6","5","5","5","3","4","5","Lena","false","false","true","false","false","Nein","false","true","Nein","false","true","3","100","5","6","6","6","6","4","5","5","4","4","6","6","5","5","5","3","4","4","4","4","6","6","6","6","6","6","5","5","5","5"
